Rank,Time,Name,Code,Date of Birth,Place,City,Date,Gender,Event
887,01:00:45,Edwin Koech,KEN,15/05/1983,4,Lisboa,19/03/2017,Men,Half marathon
887,01:00:45,Adugna Takele,ETH,26/02/1989,4,Istanbul,30/04/2017,Men,Half marathon
914,01:00:46,Dionisio Cerón,MEX,10/09/1965,1,Philadelphia,16/09/1990,Men,Half marathon
914,01:00:46,Daniel Kirwa Too,KEN,21/11/1976,3,Tokyo,19/01/1997,Men,Half marathon
914,01:00:46,Rodgers Rop,KEN,16/02/1976,5,Lisboa,13/03/2005,Men,Half marathon
914,01:00:46,Wilfred Taragon,KEN,15/02/1985,3,Berlin,02/04/2006,Men,Half marathon
914,01:00:46,Abdellatif Meftah,FRA,01/03/1982,5,Lille,04/09/2010,Men,Half marathon
914,01:00:46,Peter Kamais,KEN,11/07/1976,5,New York City,20/03/2011,Men,Half marathon
914,01:00:46,Dawit Wolde,ETH,19/05/1991,1,Egmond aan Zee,08/01/2012,Men,Half marathon
914,01:00:46,Jairus Chanchaima,KEN,12/05/1984,2,Barcelona,26/02/2012,Men,Half marathon
914,01:00:46,Vincent Kipruto,KEN,13/09/1987,6,Roma-Ostia Lido,26/02/2012,Men,Half marathon
914,01:00:46,Nguse Tesfaldet,ERI,11/10/1986,3,Yangzhou,21/04/2013,Men,Half marathon
914,01:00:46,Juan Luis Barrios,MEX,24/06/1983,5,Marugame,01/02/2015,Men,Half marathon
914,01:00:46,Barselius Kipyego,KEN,23/07/1993,1,Adana,03/01/2016,Men,Half marathon
914,01:00:46,Simon Cheprot,KEN,07/02/1993,6,Ra's Al Khaymah,12/02/2016,Men,Half marathon
928,01:00:47,Germán Silva,MEX,01/09/1968,2,Tokyo,22/01/1995,Men,Half marathon
928,01:00:47,Khalid Khannouchi,MAR,22/12/1971,1,Philadelphia,19/09/1999,Men,Half marathon
928,01:00:47,Giuliano Battocletti,ITA,08/01/1975,3,Udine,29/09/2002,Men,Half marathon
928,01:00:47,John Korir,KEN,15/12/1975,5,Milano,03/04/2004,Men,Half marathon
928,01:00:47,David Lagat,KEN,12/12/1977,1,Boulogne-Billancourt,06/11/2005,Men,Half marathon
928,01:00:47,Jonathan Kipkorir,KEN,29/12/1982,4,Udine,24/09/2006,Men,Half marathon
928,01:00:47,Mubarak Hassan Shami,QAT,12/02/1980,5,Paris,11/03/2007,Men,Half marathon
928,01:00:47,John Kales,KEN,01/01/1984,2,Remich,30/09/2007,Men,Half marathon
928,01:00:47,Robert Kipchumba,KEN,24/02/1984,15,Udine,14/10/2007,Men,Half marathon
928,01:00:47,Dieudonné Disi,RWA,24/04/1978,6,New Delhi,09/11/2008,Men,Half marathon
928,01:00:47,Enock Mitei,KEN,26/11/1980,2,Columbus,30/08/2009,Men,Half marathon
928,01:00:47,Edwin Koech,KEN,15/05/1983,1,Verbania,09/03/2014,Men,Half marathon
928,01:00:47,Stephen Mokoka,RSA,04/01/1985,12,København,29/03/2014,Men,Half marathon
928,01:00:47,Bernard Bett,KEN,01/04/1993,6,Praha,05/04/2014,Men,Half marathon
928,01:00:47,Solomon Yego,KEN,05/10/1987,1,Verbania,19/04/2015,Men,Half marathon
928,01:00:47,Barselius Kipyego,KEN,23/07/1993,4,Praha,01/04/2017,Men,Half marathon
944,01:00:48,Benson Masya,KEN,14/05/1970,3,Remich-Grevenmacher,24/09/1995,Men,Half marathon
944,01:00:48,Simon Maina Munyi,KEN,18/03/1978,1,Nagoya,23/11/2000,Men,Half marathon
944,01:00:48,James Kabogor Yatich,KEN,22/10/1984,1,Muscat,02/02/2007,Men,Half marathon
944,01:00:48,Isaac Macharia,KEN,25/11/1980,2,New Delhi,28/10/2007,Men,Half marathon
944,01:00:48,Joseph Maregu,KEN,22/11/1977,5,Berlin,06/04/2008,Men,Half marathon
944,01:00:48,Stephen Kibet Kosgei,KEN,11/09/1986,1,Azkoitia,27/03/2010,Men,Half marathon
944,01:00:48,Viktor Kipchirchir,KEN,12/05/1987,1,Warszawa,30/03/2014,Men,Half marathon
944,01:00:48,Jacob Wanjuki,KEN,16/01/1986,6,Marugame,01/02/2015,Men,Half marathon
944,01:00:48,Azmeraw Mengistu,ETH,15/09/1992,3,Barcelona,15/02/2015,Men,Half marathon
944,01:00:48,Mark Korir,KEN,01/10/1985,2,Paris,08/03/2015,Men,Half marathon
944,01:00:48,Leonard Komon,KEN,01/10/1988,4,Istanbul,24/04/2016,Men,Half marathon
944,01:00:48,Peter Kirui,KEN,01/02/1988,1,Klagenfurt,21/08/2016,Men,Half marathon
944,01:00:48,James Runguru,KEN,14/01/1993,3,Den Haag,12/03/2017,Men,Half marathon
957,01:00:49,Haruo Urata,JPN,03/09/1962,3,Tokyo,22/01/1995,Men,Half marathon
957,01:00:49,Joseph Kibor,KEN,22/12/1972,2,Ivry to Vitry-sur-Seine,14/04/1996,Men,Half marathon
957,01:00:49,John Kanyi,KEN,09/06/1980,1,Tokyo,15/01/1999,Men,Half marathon
957,01:00:49,Joseph Waweru,KEN,22/06/1977,2,Trieste,02/05/1999,Men,Half marathon
957,01:00:49,Patrick Ivuti,KEN,30/06/1978,1,Milano,15/04/2000,Men,Half marathon
957,01:00:49,Christopher Cheboiboch,KEN,03/03/1977,1,Amsterdam,17/09/2000,Men,Half marathon
957,01:00:49,Haron Toroitich,KEN,01/01/1978,6,Lisboa,01/04/2001,Men,Half marathon
957,01:00:49,Martin Lel,KEN,29/10/1978,1,Villamoura,04/10/2003,Men,Half marathon
957,01:00:49,Paul Kimaiyo Kimugul,KEN,03/04/1980,1,Milano,02/04/2006,Men,Half marathon
957,01:00:49,Emmanuel Mutai,KEN,10/12/1984,6,Rotterdam,10/09/2006,Men,Half marathon
957,01:00:49,Wilson Chebet,KEN,12/07/1985,1,Pardubice,18/04/2009,Men,Half marathon
957,01:00:49,William Chebon Chebor,KEN,22/12/1982,1,Udine,26/09/2010,Men,Half marathon
957,01:00:49,Evans Kiprop Cheruiyot,KEN,05/10/1982,5,Lisboa,20/03/2011,Men,Half marathon
957,01:00:49,Alistair Cragg,IRL,13/06/1980,6,New York City,20/03/2011,Men,Half marathon
957,01:00:49,Wilson Kiprotich Kebenei,KEN,20/07/1980,1,Zwolle,18/06/2011,Men,Half marathon
957,01:00:49,Azmeraw Bekele,ETH,22/01/1986,2,Ra's Al Khaymah,17/02/2012,Men,Half marathon
957,01:00:49,Mark Korir,KEN,01/10/1985,2,Rio de Janeiro,18/08/2013,Men,Half marathon
957,01:00:49,Mark Korir,KEN,01/10/1985,1,Lille,06/09/2014,Men,Half marathon
957,01:00:49,Goitom Kifle,ERI,12/03/1993,1,Marugame,07/02/2016,Men,Half marathon
976,01:00:50,Zablon Miano,KEN,01/09/1968,2,Den Haag,03/04/1993,Men,Half marathon
976,01:00:50,Zebedaiyo Bayo,TAN,20/05/1976,1,Paris,12/03/2000,Men,Half marathon
976,01:00:50,Mohammed Mourhit,BEL,10/10/1970,2,Milano,15/04/2000,Men,Half marathon
976,01:00:50,Stefano Baldini,ITA,25/05/1971,7,Kastrup-Malmö,12/06/2000,Men,Half marathon
976,01:00:50,James Ndungu,KEN,30/04/1979,2,Nagoya,23/11/2000,Men,Half marathon
976,01:00:50,Rodgers Rop,KEN,16/02/1976,6,Lisboa,16/03/2003,Men,Half marathon
976,01:00:50,Francis Kiprop,KEN,06/04/1982,2,Granollers,06/02/2006,Men,Half marathon
976,01:00:50,Paul Kimaiyo Kimugul,KEN,03/04/1980,2,Paris,06/03/2006,Men,Half marathon
976,01:00:50,Robert Kipkoech Cheruiyot,KEN,26/09/1978,3,Lisboa,16/03/2008,Men,Half marathon
976,01:00:50,Mark Kiptoo,KEN,21/06/1976,2,Azkoitia,27/03/2010,Men,Half marathon
976,01:00:50,Feyisa Lelisa,ETH,02/01/1990,7,New Delhi,27/11/2011,Men,Half marathon
976,01:00:50,Kenta Murayama,JPN,23/02/1993,2,Marugame,02/02/2014,Men,Half marathon
976,01:00:50,Geoffrey Mutai,KEN,10/07/1981,1,New York City,16/03/2014,Men,Half marathon
976,01:00:50,Ezekiel Chebii,KEN,01/03/1991,3,Lisboa,16/03/2014,Men,Half marathon
976,01:00:50,Eliud Kipchoge,KEN,11/05/1984,6,Ra's Al Khaymah,13/02/2015,Men,Half marathon
976,01:00:50,Simon Cheprot,KEN,07/02/1993,9,Yangzhou,19/04/2015,Men,Half marathon
976,01:00:50,Dominic Nyairo,KEN,22/08/1997,2,Marugame,07/02/2016,Men,Half marathon
976,01:00:50,Simon Cheprot,KEN,07/02/1993,9,Yangzhou,19/04/2016,Men,Half marathon
976,01:00:50,Nobert Kigen,KEN,24/10/1993,2,Klagenfurt,21/08/2016,Men,Half marathon
995,01:00:51,Moses Tanui,KEN,20/08/1965,1,Milano,13/04/1991,Men,Half marathon
995,01:00:51,Elijah Lagat,KEN,19/06/1966,4,Remich-Grevenmacher,24/09/1995,Men,Half marathon
995,01:00:51,Philip Rugut,KEN,18/05/1977,3,Ivry to Vitry-sur-Seine,11/04/1999,Men,Half marathon
995,01:00:51,Paul Tergat,KEN,17/06/1969,7,Lisboa,16/03/2003,Men,Half marathon
995,01:00:51,John Kyui,KEN,20/10/1984,1,Ivry to Vitry-sur-Seine,27/04/2003,Men,Half marathon
995,01:00:51,Jaouad Gharib,MAR,22/05/1972,6,Lisboa,13/03/2005,Men,Half marathon
995,01:00:51,Emmanuel Mutai,KEN,10/12/1984,5,Lisboa,18/03/2007,Men,Half marathon
995,01:00:51,William Chebon Chebor,KEN,22/12/1982,2,Azpeitia,31/03/2007,Men,Half marathon
995,01:00:51,Evans Barkokwet,KEN,03/05/1988,9,Berlin,05/04/2009,Men,Half marathon
995,01:00:51,Leonard Langat,KEN,08/07/1990,7,New Delhi,21/11/2010,Men,Half marathon
995,01:00:51,Abayneh Ayele,ETH,11/04/1987,8,New Delhi,21/11/2010,Men,Half marathon
995,01:00:51,Abayneh Ayele,ETH,11/04/1987,8,New Delhi,21/11/2010,Men,Half marathon
995,01:00:51,Deressa Chisma,ETH,21/11/1976,2,Kavarna,06/10/2012,Men,Half marathon
995,01:00:51,William Kibor,KEN,01/10/1985,1,Verona,16/02/2014,Men,Half marathon
995,01:00:51,Geoffrey Kirui,KEN,16/02/1993,2,Lille,06/09/2014,Men,Half marathon
995,01:00:51,Barselius Kipyego,KEN,23/07/1993,1,Adana,04/01/2015,Men,Half marathon
995,01:00:51,Diego Estrada,USA,12/12/1989,1,Houston,18/01/2015,Men,Half marathon
995,01:00:51,Kaan Kigen Özbilen,TUR,15/01/1986,5,Istanbul,30/04/2017,Men,Half marathon
1,00:21.3,Florence Griffith-Joyner,USA,21/12/1959,1,Seoul,29/09/1988,Women,200 m
2,00:21.6,Florence Griffith-Joyner,USA,21/12/1959,1,Seoul,29/09/1988,Women,200 m
3,00:21.6,Marion Jones,USA,12/10/1975,1,Johannesburg,11/09/1998,Women,200 m
4,00:21.6,Dafne Schippers,NED,15/06/1992,1,Beijing,28/08/2015,Women,200 m
5,00:21.6,Merlene Ottey,JAM,10/05/1960,1,Bruxelles,13/09/1991,Women,200 m
6,00:21.7,Merlene Ottey,JAM,10/05/1960,1,Zürich,15/08/1990,Women,200 m
6,00:21.7,Elaine Thompson,JAM,28/06/1992,2,Beijing,28/08/2015,Women,200 m
8,00:21.7,Allyson Felix,USA,18/11/1985,1,Eugene,30/06/2012,Women,200 m
9,00:21.7,Marita Koch,GDR,18/02/1957,1,Karl-Marx-Stadt,10/06/1979,Women,200 m
9,00:21.7,Marita Koch,GDR,18/02/1957,1,Potsdam,21/07/1984,Women,200 m
9,00:21.7,Heike Drechsler,GER,16/12/1964,1,Jena,29/06/1986,Women,200 m
9,00:21.7,Heike Drechsler,GER,16/12/1964,1,Stuttgart,29/08/1986,Women,200 m
13,00:21.7,Grace Jackson,JAM,14/06/1961,2,Seoul,29/09/1988,Women,200 m
13,00:21.7,Gwen Torrence,USA,12/06/1965,1,Barcelona,05/08/1992,Women,200 m
15,00:21.7,Marlies Göhr,GDR,21/03/1958,1,Erfurt,03/06/1984,Women,200 m
15,00:21.7,Silke Möller,GER,20/06/1964,1,Roma,03/09/1987,Women,200 m
15,00:21.7,Veronica Campbell-Brown,JAM,16/05/1982,1,Beijing,21/08/2008,Women,200 m
18,00:21.8,Juliet Cuthbert,JAM,09/04/1964,2,Barcelona,05/08/1992,Women,200 m
19,00:21.8,Marita Koch,GDR,18/02/1957,1,Dresden,03/07/1982,Women,200 m
19,00:21.8,Florence Griffith-Joyner,USA,21/12/1959,1,Seoul,28/09/1988,Women,200 m
19,00:21.8,Marion Jones,USA,12/10/1975,1,Zürich,13/08/1997,Women,200 m
22,00:21.8,Florence Griffith-Joyner,USA,21/12/1959,1,Indianapolis,22/07/1988,Women,200 m
22,00:21.8,Merlene Ottey,JAM,10/05/1960,1,Monaco,07/08/1993,Women,200 m
22,00:21.8,Gwen Torrence,USA,12/06/1965,1,Köln,18/08/1995,Women,200 m
22,00:21.8,Inger Miller,USA,12/06/1972,1,Sevilla,27/08/1999,Women,200 m
26,00:21.8,Marita Koch,GDR,18/02/1957,1,Leipzig,11/08/1985,Women,200 m
26,00:21.8,Elaine Thompson,JAM,28/06/1992,1,Rio de Janeiro,17/08/2016,Women,200 m
28,00:21.8,Silke Möller,GER,20/06/1964,1,Potsdam,22/08/1987,Women,200 m
29,00:21.8,Merlene Ottey,JAM,10/05/1960,1,Nice,10/07/1990,Women,200 m
29,00:21.8,Marion Jones,USA,12/10/1975,1,Uniondale,20/07/1998,Women,200 m
31,00:21.8,Valerie Brisco,USA,06/07/1960,1,Los Angeles,09/08/1984,Women,200 m
31,00:21.8,Merlene Ottey,JAM,10/05/1960,1,Köln,19/08/1990,Women,200 m
31,00:21.8,Gwen Torrence,USA,12/06/1965,1,Barcelona,06/08/1992,Women,200 m
31,00:21.8,Gwen Torrence,USA,12/06/1965,1,Monaco,25/07/1995,Women,200 m
31,00:21.8,Marion Jones,USA,12/10/1975,1,Eugene,30/05/1999,Women,200 m
31,00:21.8,Allyson Felix,USA,18/11/1985,1,Osaka,31/08/2007,Women,200 m
37,00:21.8,Marita Koch,GDR,18/02/1957,1,Karl-Marx-Stadt,18/06/1983,Women,200 m
38,00:21.8,Evelyn Ashford,USA,15/04/1957,1,Montréal,24/08/1979,Women,200 m
38,00:21.8,Merlene Ottey,JAM,10/05/1960,1,Köln,08/09/1991,Women,200 m
40,00:21.8,Evelyn Ashford,USA,15/04/1957,1,Bruxelles,28/08/1981,Women,200 m
40,00:21.8,Heike Drechsler,GER,16/12/1964,1,Rostock,26/06/1988,Women,200 m
40,00:21.8,Marion Jones,USA,12/10/1975,1,Roodepoort,19/03/1999,Women,200 m
43,00:21.9,Bärbel Wöckel,GDR,21/03/1955,2,Potsdam,21/07/1984,Women,200 m
43,00:21.9,Florence Griffith-Joyner,USA,21/12/1959,1,Indianapolis,23/07/1988,Women,200 m
43,00:21.9,Gwen Torrence,USA,12/06/1965,1,Durham,12/08/1994,Women,200 m
43,00:21.9,Elaine Thompson,JAM,28/06/1992,1,Zürich,01/09/2016,Women,200 m
47,00:21.9,Gwen Torrence,USA,12/06/1965,1,Bruxelles,25/08/1995,Women,200 m
47,00:21.9,Dafne Schippers,NED,15/06/1992,2,Zürich,01/09/2016,Women,200 m
49,00:21.9,Marita Koch,GDR,18/02/1957,1,Zürich,22/08/1984,Women,200 m
49,00:21.9,Irina Privalova,RUS,12/11/1968,2,Monaco,25/07/1995,Women,200 m
51,00:21.9,Evelyn Ashford,USA,15/04/1957,1,Indianapolis,19/06/1983,Women,200 m
51,00:21.9,Merlene Ottey,JAM,10/05/1960,1,Sestriere,08/08/1990,Women,200 m
51,00:21.9,Merlene Ottey,JAM,10/05/1960,1,Athínai,07/09/1990,Women,200 m
51,00:21.9,Irina Privalova,RUS,12/11/1968,1,Rieti,05/09/1993,Women,200 m
51,00:21.9,Allyson Felix,USA,18/11/1985,1,Stockholm,31/07/2009,Women,200 m
51,00:21.9,Allyson Felix,USA,18/11/1985,1,London,08/08/2012,Women,200 m
51,00:21.9,Dafne Schippers,NED,15/06/1992,2,Rio de Janeiro,17/08/2016,Women,200 m
58,00:21.9,Marita Koch,GDR,18/02/1957,1,Dresden,03/08/1985,Women,200 m
58,00:21.9,Marita Koch,GDR,18/02/1957,1,Canberra,04/10/1985,Women,200 m
60,00:21.9,Marita Koch,GDR,18/02/1957,1,Ciudad de México,12/09/1979,Women,200 m
60,00:21.9,Marion Jones,USA,12/10/1975,1,Helsinki,10/06/1999,Women,200 m
62,00:21.9,Gwen Torrence,USA,12/06/1965,1,Bruxelles,03/09/1993,Women,200 m
62,00:21.9,Marion Jones,USA,12/10/1975,1,Monaco,16/08/1997,Women,200 m
64,00:21.9,Merlene Ottey,JAM,10/05/1960,1,Indianapolis,16/06/1985,Women,200 m
64,00:21.9,Pam Marshall,USA,16/08/1960,2,Indianapolis,23/07/1988,Women,200 m
64,00:21.9,Irina Privalova,RUS,12/11/1968,1,København,25/08/1992,Women,200 m
64,00:21.9,Merlene Ottey,JAM,10/05/1960,2,Bruxelles,25/08/1995,Women,200 m
64,00:21.9,Marion Jones,USA,12/10/1975,1,Köln,24/08/1997,Women,200 m
64,00:21.9,Allyson Felix,USA,18/11/1985,2,Beijing,21/08/2008,Women,200 m
64,00:21.9,Dafne Schippers,NED,15/06/1992,1,Oslo,09/06/2016,Women,200 m
71,00:21.9,Heike Drechsler,GER,16/12/1964,1,Düsseldorf,20/06/1988,Women,200 m
71,00:21.9,Merlene Ottey,JAM,10/05/1960,1,Berlin,04/07/1990,Women,200 m
71,00:21.9,Merlene Ottey,JAM,10/05/1960,1,Barcelona,03/08/1992,Women,200 m
71,00:21.9,Gwen Torrence,USA,12/06/1965,1,Oslo,22/07/1994,Women,200 m
71,00:21.9,Marion Jones,USA,12/10/1975,1,Sacramento,23/07/2000,Women,200 m
71,00:21.9,Veronica Campbell-Brown,JAM,16/05/1982,1,Kingston,29/06/2008,Women,200 m
77,00:22.0,Heike Drechsler,GER,16/12/1964,3,Seoul,29/09/1988,Women,200 m
77,00:22.0,Katrin Krabbe,GER,22/11/1969,1,Split,30/08/1990,Women,200 m
79,00:22.0,Florence Griffith-Joyner,USA,21/12/1959,2,Roma,03/09/1987,Women,200 m
79,00:22.0,Florence Griffith-Joyner,USA,21/12/1959,1,Indianapolis,22/07/1988,Women,200 m
79,00:22.0,Katrin Krabbe,GER,22/11/1969,1,Berlin,10/09/1991,Women,200 m
79,00:22.0,Dafne Schippers,NED,15/06/1992,1,Rio de Janeiro,16/08/2016,Women,200 m
83,00:22.0,Jarmila Kratochvílová,CZE,26/01/1951,1,Bratislava,06/06/1981,Women,200 m
83,00:22.0,Evelyn Ashford,USA,15/04/1957,1,Zürich,13/08/1986,Women,200 m
83,00:22.0,Merlene Ottey,JAM,10/05/1960,1,Villeneuve d'Ascq,29/06/1990,Women,200 m
83,00:22.0,Veronica Campbell-Brown,JAM,16/05/1982,3,Beijing,28/08/2015,Women,200 m
87,00:22.0,Valerie Brisco,USA,06/07/1960,1,Zürich,21/08/1985,Women,200 m
87,00:22.0,Merlene Ottey,JAM,10/05/1960,1,Monaco,03/08/1991,Women,200 m
87,00:22.0,Merlene Ottey,JAM,10/05/1960,1,Stuttgart,19/08/1993,Women,200 m
87,00:22.0,Gwen Torrence,USA,12/06/1965,1,Zürich,16/08/1995,Women,200 m
87,00:22.0,Gwen Torrence,USA,12/06/1965,1,Berlin,01/09/1995,Women,200 m
87,00:22.0,Marion Jones,USA,12/10/1975,1,Sydney,28/02/1998,Women,200 m
87,00:22.0,Veronica Campbell-Brown,JAM,16/05/1982,1,Barcelona,19/07/2008,Women,200 m
87,00:22.0,Veronica Campbell-Brown,JAM,16/05/1982,1,New York City,12/06/2010,Women,200 m
87,00:22.0,Allyson Felix,USA,18/11/1985,1,Ad-Dawhah,15/05/2015,Women,200 m
96,00:22.0,Chandra Cheeseborough,USA,10/01/1959,2,Indianapolis,19/06/1983,Women,200 m
96,00:22.0,Silke Möller,GER,20/06/1964,1,Praha,28/06/1987,Women,200 m
96,00:22.0,Heike Drechsler,GER,16/12/1964,1,Karl-Marx-Stadt,12/06/1988,Women,200 m
96,00:22.0,Merlene Ottey,JAM,10/05/1960,4,Seoul,29/09/1988,Women,200 m
96,00:22.0,Irina Privalova,RUS,12/11/1968,1,Rieti,06/09/1992,Women,200 m
96,00:22.0,Marie-José Pérec,FRA,09/05/1968,1,Villeneuve d'Ascq,02/07/1993,Women,200 m
96,00:22.0,Irina Privalova,RUS,12/11/1968,2,Villeneuve d'Ascq,02/07/1993,Women,200 m
96,00:22.0,Marion Jones,USA,12/10/1975,1,Paris,21/07/1999,Women,200 m
96,00:22.0,Kerron Stewart,JAM,16/04/1984,2,Kingston,29/06/2008,Women,200 m
96,00:22.0,Tori Bowie,USA,27/08/1990,1,Eugene,28/05/2016,Women,200 m
106,00:00:22,Merlene Ottey,JAM,10/05/1960,1,Bruxelles,28/08/1992,Women,200 m
106,00:00:22,Gwen Torrence,USA,12/06/1965,2,Stuttgart,19/08/1993,Women,200 m
106,00:00:22,Sherone Simpson,JAM,12/08/1984,1,Kingston,25/06/2006,Women,200 m
106,00:00:22,Sherone Simpson,JAM,12/08/1984,1,Stockholm,25/07/2006,Women,200 m
106,00:00:22,Kerron Stewart,JAM,16/04/1984,3,Beijing,21/08/2008,Women,200 m
111,00:22.0,Bärbel Wöckel,GDR,21/03/1955,1,Cottbus,18/07/1980,Women,200 m
111,00:22.0,Anelia Nuneva,BUL,30/06/1962,1,Sofia,16/08/1987,Women,200 m
111,00:22.0,Juliet Cuthbert,JAM,09/04/1964,1,Barcelona,03/08/1992,Women,200 m
111,00:22.0,Li Xuemei,CHN,05/01/1977,1,Shanghai,22/10/1997,Women,200 m
111,00:22.0,Muna Lee,USA,30/10/1981,4,Beijing,21/08/2008,Women,200 m
111,00:22.0,Candyce McGrone,USA,24/03/1989,4,Beijing,28/08/2015,Women,200 m
117,00:22.0,Marita Koch,GDR,18/02/1957,1,Leipzig,03/06/1979,Women,200 m
117,00:22.0,Marita Koch,GDR,18/02/1957,2,Montréal,24/08/1979,Women,200 m
117,00:22.0,Marita Koch,GDR,18/02/1957,1,Berlin,31/07/1983,Women,200 m
117,00:22.0,Marita Koch,GDR,18/02/1957,1,Moskva,18/08/1985,Women,200 m
117,00:22.0,Gwen Torrence,USA,12/06/1965,3,Indianapolis,23/07/1988,Women,200 m
117,00:22.0,Juliet Cuthbert,JAM,09/04/1964,2,Barcelona,06/08/1992,Women,200 m
117,00:22.0,Irina Privalova,RUS,12/11/1968,1,Zürich,19/08/1992,Women,200 m
117,00:22.0,Gwen Torrence,USA,12/06/1965,2,København,25/08/1992,Women,200 m
117,00:22.0,Irina Privalova,RUS,12/11/1968,1,Stockholm,12/07/1994,Women,200 m
117,00:22.0,Allyson Felix,USA,18/11/1985,1,Berlin,21/08/2009,Women,200 m
117,00:22.0,Allyson Felix,USA,18/11/1985,1,Bruxelles,05/09/2014,Women,200 m
117,00:22.0,Dafne Schippers,NED,15/06/1992,1,Hengelo,22/05/2016,Women,200 m
117,00:22.0,Allyson Felix,USA,18/11/1985,3,Zürich,01/09/2016,Women,200 m
130,00:22.0,Bärbel Wöckel,GDR,21/03/1955,1,Moskva,30/07/1980,Women,200 m
130,00:22.0,Marita Koch,GDR,18/02/1957,1,Erfurt,23/06/1985,Women,200 m
130,00:22.0,Silke Möller,GER,20/06/1964,1,Karl-Marx-Stadt,21/06/1987,Women,200 m
130,00:22.0,Gwen Torrence,USA,12/06/1965,1,New Orleans,28/06/1992,Women,200 m
130,00:22.0,Merlene Ottey,JAM,10/05/1960,1,Torino,04/09/1992,Women,200 m
130,00:22.0,Allyson Felix,USA,18/11/1985,2,New York City,12/06/2010,Women,200 m
130,00:22.0,Dafne Schippers,NED,15/06/1992,1,Zürich,15/08/2014,Women,200 m
137,00:22.0,Bärbel Wöckel,GDR,21/03/1955,1,Athínai,09/09/1982,Women,200 m
137,00:22.0,Florence Griffith-Joyner,USA,21/12/1959,2,Los Angeles,09/08/1984,Women,200 m
137,00:22.0,Dawn Sowell,USA,27/03/1966,1,Provo,02/06/1989,Women,200 m
137,00:22.0,Gwen Torrence,USA,12/06/1965,2,Stockholm,12/07/1994,Women,200 m
137,00:22.0,Gwen Torrence,USA,12/06/1965,1,New York City,21/05/1995,Women,200 m
142,00:22.1,Marita Koch,GDR,18/02/1957,1,Karl-Marx-Stadt,11/08/1979,Women,200 m
142,00:22.1,Merlene Ottey,JAM,10/05/1960,1,Berlin,23/06/1991,Women,200 m
142,00:22.1,Irina Privalova,RUS,12/11/1968,1,Moskva,19/07/1992,Women,200 m
142,00:22.1,Veronica Campbell-Brown,JAM,16/05/1982,1,Athínai,25/08/2004,Women,200 m
142,00:22.1,Shaunae Miller-Uibo,BAH,15/04/1994,1,Kingston,11/06/2016,Women,200 m
147,00:22.1,Marita Koch,GDR,18/02/1957,1,Erfurt,28/05/1978,Women,200 m
147,00:22.1,Evelyn Ashford,USA,15/04/1957,1,Bruxelles,05/09/1986,Women,200 m
147,00:22.1,Pam Marshall,USA,16/08/1960,1,Zürich,19/08/1987,Women,200 m
147,00:22.1,Merlene Ottey,JAM,10/05/1960,3,Roma,03/09/1987,Women,200 m
147,00:22.1,Evette de Klerk,RSA,21/08/1965,1,Pietersburg,08/04/1989,Women,200 m
147,00:22.1,Irina Privalova,RUS,12/11/1968,2,Torino,04/09/1992,Women,200 m
147,00:22.1,Merlene Ottey,JAM,10/05/1960,2,Monaco,16/08/1997,Women,200 m
154,00:22.1,Jarmila Kratochvílová,CZE,26/01/1951,1,Ostrava,03/06/1981,Women,200 m
154,00:22.1,Bärbel Wöckel,GDR,21/03/1955,1,Jena,09/08/1981,Women,200 m
154,00:22.1,Silke Möller,GER,20/06/1964,2,Jena,29/06/1986,Women,200 m
154,00:22.1,Merlene Ottey,JAM,10/05/1960,2,Seoul,29/09/1988,Women,200 m
154,00:22.1,Gwen Torrence,USA,12/06/1965,2,Bruxelles,13/09/1991,Women,200 m
154,00:22.1,Irina Privalova,RUS,12/11/1968,1,Monaco,11/08/1992,Women,200 m
154,00:22.1,Irina Privalova,RUS,12/11/1968,2,Bruxelles,28/08/1992,Women,200 m
154,00:22.1,Merlene Ottey,JAM,10/05/1960,1,Berlin,30/08/1994,Women,200 m
154,00:22.1,Merlene Ottey,JAM,10/05/1960,1,Lausanne,05/07/1995,Women,200 m
154,00:22.1,Merlene Ottey,JAM,10/05/1960,2,Köln,18/08/1995,Women,200 m
154,00:22.1,Marie-José Pérec,FRA,09/05/1968,1,Atlanta,01/08/1996,Women,200 m
154,00:22.1,Mary Onyali,NGR,03/02/1968,1,Zürich,14/08/1996,Women,200 m
154,00:22.1,Marion Jones,USA,12/10/1975,1,Stockholm,30/07/1999,Women,200 m
154,00:22.1,Dina Asher-Smith,GBR,04/12/1995,5,Beijing,28/08/2015,Women,200 m
169,00:22.1,Heike Drechsler,GER,16/12/1964,1,Berlin,13/09/1988,Women,200 m
169,00:22.1,Irina Privalova,RUS,12/11/1968,3,Barcelona,05/08/1992,Women,200 m
169,00:22.1,Merlene Ottey,JAM,10/05/1960,2,Monaco,11/08/1992,Women,200 m
169,00:22.1,Irina Privalova,RUS,12/11/1968,2,Bruxelles,03/09/1993,Women,200 m
169,00:22.1,Merlene Ottey,JAM,10/05/1960,1,Atlanta,01/08/1996,Women,200 m
169,00:22.1,Candyce McGrone,USA,24/03/1989,1,Monaco,17/07/2015,Women,200 m
175,00:22.1,Merlene Ottey,JAM,10/05/1960,3,Los Angeles,09/08/1984,Women,200 m
175,00:22.1,Silke Möller,GER,20/06/1964,5,Seoul,29/09/1988,Women,200 m
